No	Tweets	Label
606	@USER Am I an <b>ass</b> or is it kinda weird Char wore a shirt to wrestle the lesbian I’m joking....but not really	No
607	@USER Am I an ass or is it kinda weird Char wore a shirt to wrestle the <b>lesbian</b> I’m joking....but not really	No
608	*screams @ own <b>ass</b> im not gay you are URL	No
609	*screams @ own ass im not <b>gay</b> you are URL	No
610	@USER He doesn’t know if he should slam Manifort or suck up to him. He doesn’t know if he should worry about Junior and Kushner or not. He is mad as <b>hell</b> but knows that he can’t just fire Mueller so he is busy puking in the bathroom now that he und	No
611	@USER You don’t get it it all. Women don’t like to come forward because of men like you. When they finally do come forward men LIKE YOU either <b>slut</b> shame them or call them liars. Men LIKE YOU are shy a lot of victims remain silent.	Yes
612	@USER @USER @USER <b>shit</b> I'M SAD!!! 😣	No
613	@USER I AM <b>fucking</b> SO fucking HAPPY	No
614	@USER I AM fucking SO <b>fucking</b> HAPPY	No
615	@USER HOLY <b>shit</b> NO WAY	No
616	@USER Dude. What the <b>fuck</b> is WRONG WITH YOU? I sent you a direct tweet to show you how you re-tweet your OWN shit Then I let it go. Now you want to double down? Just go back to Whoviille	No
617	@USER Dude. What the fuck is WRONG WITH YOU? I sent you a direct tweet to show you how you re-tweet your OWN <b>shit</b> Then I let it go. Now you want to double down? Just go back to Whoviille	Yes
618	@USER @USER @USER For the love of all things sacred he cannot be voted in. He is well down towrds the bottom of that scummy swamp. The Scales of Justice need to let him drown in his own <b>shit</b> Make 2018 the year of holding each other accountable for 	Yes
619	@USER What the actual <b>fuck</b> I hate that I've seen that with my eyes	No
620	@USER No way.... Way too much talent on the Goonies. I’d like to see yall vs them tho real <b>shit</b> my gz.	No
621	@USER Omg that’s <b>fucking</b> crazy.	No
622	@USER These niggas getting put on list and straight <b>ass</b> 💀 only niggas I seen good was yoshi patchmade jay and a few more rest are ass 💯	No
623	@USER These niggas getting put on list and straight ass 💀 only niggas I seen good was yoshi patchmade jay and a few more rest are <b>ass</b> 💯	No
624	@USER He’s a nut job and to republicans thinking he will support your “let kids be murdered in school” policy he says Emma Gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies. (Personally I do but what th	No
625	@USER @USER @USER Yeah <b>fuck</b> pogba👍	Yes
626	@USER @USER If I die from him again i might say <b>fuck</b> him and his armor and leave it there in his crypt and never go back lol	No
627	@USER WHO <b>fucking</b> CARES?!? He was IN HIS HOME Some armed cop invaded his home and killed him She is guilty. End. Of. Story.	Yes
628	@USER Suck my <b>dick</b>	Yes
629	@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as <b>shit</b> and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame	Yes
630	@USER that's <b>fucking</b> gross.	No
631	@USER What is my <b>fucking</b> problem? Really?" —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her. "Where is dick or Bruce? Are not they with you in this?""	No
632	@USER What is my fucking problem? Really?" —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her. "Where is <b>dick</b> or Bruce? Are not they with you in this?""	No
633	@USER Low life <b>bitches</b>	Yes
634	@USER Yoo our dogs should totally <b>fuck</b>	No
635	@USER you suck so <b>fucking</b> hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.	Yes
636	@USER @USER And - on reflection - I is a sycophantic <b>twat</b> But that does not mean he is wrong	Yes
637	@USER I want to fight one of you for real you are taking the <b>piss</b> URL	Yes
638	@USER He is too <b>bitchy</b> And you?! I ask a question and you dont respond Why would this be 1 way street?	Yes
639	@USER she’s my <b>bitch</b>	Yes
640	@USER Worst place I've experienced that is the <b>fucking</b> movies	No
641	@USER @USER You are out of your <b>fucking</b> mind .. NO socialism is good - NO such thing as “Democratic Socialism” You fool	Yes
642	@USER @USER Those <b>fucking</b> calves man 🤤	No
643	@USER Honestly The fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me. Besides the varadkar government pushes that kinda <b>shit</b> anyway president or not.	Yes
644	@USER @USER He was <b>fucking</b> murdered and all you can talk about is marijuana?	No
645	@USER Yeah my exact thoughts here. Real uphill climb tho to get people to stop saying dumb <b>shit</b> on the internet.	No
646	@USER @USER The FASCISTS are Anti-American Communist Scum like yourself!! Now go <b>fuck</b> Yourself you piece of human garbage!! USA #MAGA ANTIFA are Terrorists	Yes
647	@USER @USER SHE IS A <b>fucking</b> MESS!! I HATE HER SO MUCH	Yes
648	@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their <b>asses</b> kicked...vagina hats..lol pathetic ass	Yes
649	@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their asses kicked...vagina hats..lol pathetic <b>ass</b>	Yes
650	@USER True point. Gun control is total <b>bullshit</b>	No
651	@USER Ooooo <b>damn</b> Looks like a Rainbow! All Pretty And shit	No
652	@USER Ooooo damn Looks like a Rainbow! All Pretty And <b>shit</b>	No
653	@USER @USER You nailed that <b>ass</b>	No
654	A <b>bitch</b> just be minding her business 💁🏽😂	No
655	@USER You are a bad <b>ass</b> Keep fighting for us 💕	No
656	@USER <b>bitch</b> I know. My body is ready 😂	No
657	@USER @USER Why? Plenty of people have taken a stance in favor of common sense gun control" and it doesn't mean jack <b>shit</b> since they don't have a plan for common sense gun control. Would it really help to have the ASB and ASA also spouting empty bu	Yes
658	@USER Yes as <b>fuck</b>	No
659	@USER @USER MY FACE WAS SO CLOSE TO THE CONCRETE <b>bitch</b> I COULDVE PROBABLY STUCK MY TONGUE OUT AND LICK IT	No
660	#ExpectUs to work our <b>asses</b> off for #GunSenseCandidates! @USER #GOTV #ThrowThemOut URL	No
661	@USER @USER Murda <b>fucker</b>	Yes
662	@USER And then wana talk <b>shit</b> when you play something they don’t know but the song be fire and end up blowing up then later becomes they song 🤦🏾‍♂️	No
663	@USER WHAT I SAY ABOUT BEING A LITTLE <b>pussy</b> AND SAYING shit BEHIND PEOPLE'S BACK	Yes
664	@USER WHAT I SAY ABOUT BEING A LITTLE pussy AND SAYING <b>shit</b> BEHIND PEOPLE'S BACK	Yes
665	@USER @USER @USER @USER Okay that's enough with the A and C <b>shit</b> They dont care and neither should we.	No
666	@USER Yeah no batman made him eat a rat and be was mostly like yo <b>fuck</b> this guy hes not cool hes a lunatic until dick also wants to get violent	Yes
667	@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until <b>dick</b> also wants to get violent	Yes
668	@USER Hopefully she beats the <b>shit</b> out of the chair ump in Australia to really show them..	No
669	@USER I'll bow out of this one. I was gonna reply, but no matter how I worded it, it sounded liketake the camera and shove it up your <b>ass</b> lol"	Yes
670	@USER I don’t trust Kanye right now. I might not like that <b>shit</b>	Yes
671	@USER @USER i lost my <b>shit</b> and everyone in class is judging me lmao.	No
672	@USER Lokk at july 29 when I said Gordon would be cut for drugs and you called me a <b>dipshit</b>	No
673	@USER URL LOOK ST THIS <b>bullshit</b>	Yes
674	@USER @USER <b>fuck</b> this !! He acted like The father of the girl killed at Parkland was a bug. Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy	Yes
675	@USER @USER fuck this !! He acted like The father of the girl killed at Parkland was a bug. Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a <b>shit</b> if they are killed by a crazy white guy	Yes
676	@USER he’s obviously a <b>bitch</b>	Yes
677	@USER Looks like he is in the middle of <b>shitting</b> his pants. Must have ate one booger too many.	No
678	@USER @USER @USER Oh please EVERY network is reporting this. This is <b>bullshit</b> obviously but stop pretending it's just fox. Your political bigotry is showing.	Yes
679	@USER <b>bitch</b> what do you mean? Get It by Pristin? no?	Yes
680	5- Most epic moment in 3 sentences GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS <b>shit</b> TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL	No
681	@USER henry is so <b>fucking</b> great and was def my #sickkidsinlove inspo and i love him and his death is a PROBLEM	No
682	@USER He is a lying stack of <b>shit</b> too.	Yes
683	@USER I can’t cuz that <b>nigga</b> retarded smh	Yes
684	@USER @USER Illinois strict <b>ass</b> gun control let's only the thugs and gang bangers have the guns which means a lot more violence	No
685	@USER @USER @USER @USER @USER @USER <b>fuck</b> if I fry with no money imagine if there was	Yes
686	@USER on a scale from 1 to 10, how much did you laugh to There is no excuse besides that he is just plain <b>shit</b> ?"	Yes
687	@USER Legit just LOL'd... <b>shit</b> is funny asf	No
688	@USER <b>fuck</b> yeah!	No
689	@USER He's probably referring to the fact that we started with Henderson who's is apparently <b>shit</b> and Sturridge who was apparently finished years ago. I mean like how could we possibly win with those two on the field... 😂😂	No
690	@USER Another overdose <b>nigga</b>	No
691	@USER I hate him im so <b>fucking</b> sorry	No
692	@USER Myyy <b>nigga</b> ✊🏾	No
693	@USER because what every lie you are telling if it happened when you were children the guy is a man and I clearly don't believe <b>shit</b> like that happened. Its just another stall tactic by the liberals.	No
694	@USER @USER @USER @USER @USER Me thinks you're full of <b>shit</b>	Yes
695	@USER @USER Who in the <b>hell</b> does she think she is? Acussed doesn’t mean guilty! A women accused a man. That man #JudgeKavanaugh has a voice and has a right to clear his name! “She” needs to #ZipIt🤐	Yes
696	@USER Good <b>shit</b>	No
697	@USER <b>bullshit</b> People died because of an incompetent government in Puerto Rico. And you can start with that mayor. Stop lying Gutierrez.	Yes
698	@USER is really THAT <b>bitch</b> wow	Yes
699	@USER @USER Bit of a celebrity😂😂😂 my <b>ass</b>	No
700	@USER @USER If Isaac is 6'7 now how <b>fucking</b> tall is that guy behind you my dude"	No
701	@USER @USER So I'm not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with <b>penis</b> envy	No
702	@USER C’mon brah! Go finish your mother <b>fucking</b> apple cider beer and shut the fuck up!!! Adults are trying to have some fun on Twitter... 🖕🏽😂🖕🏽 URL	Yes
703	@USER C’mon brah! Go finish your mother fucking apple cider beer and shut the <b>fuck</b> up!!! Adults are trying to have some fun on Twitter... 🖕🏽😂🖕🏽 URL	Yes
